-0.39462727, 0.39887255;-0.3935, 0.3985
0.2056161, 0.30208454;0.206, 0.3028
-0.4028957, 0.40615973;-0.4013, 0.4046
-0.10391365, -0.10401124;-0.1061, -0.1062
0.39607605, 0.105394095;0.3953, 0.1053
0.0019175198, -6.2197604E-4;6.0E-4, 0.0012
-0.39605448, 0.20399661;-0.397, 0.2028
0.2003307, -0.20126648;0.201, -0.2013
0.20032723, -0.1999272;0.201, -0.2002
-0.007761637, -0.001617332;-0.0089, 5.0E-4
-0.39993346, 0.20126015;-0.4005, 0.2
-0.2471049, 0.25152388;-0.2486, 0.2498
0.19430067, -0.19901086;0.1959, -0.1996
0.102173485, -0.3036245;0.1024, -0.3038
-0.0028022185, -0.0012536149;-0.0035, 7.0E-4
0.2047688, 0.30235294;0.2049, 0.3031
0.0024786799, 0.0025613026;0.0015, 0.0045
-0.0033103984, -0.004653619;-0.0044, -0.0022
0.102442496, -0.2984431;0.103, -0.298
-0.2506321, 0.25020668;-0.2515, 0.2486
3.7582437E-4, -3.4173817E-4;-8.0E-4, 0.002
-0.39372438, 0.20280534;-0.3947, 0.2018
-0.096548475, -0.09702447;-0.0983, -0.0988
-0.001964346, 0.0032709038;-0.0031, 0.0057
-0.39790106, 0.1985763;-0.3991, 0.1974
0.4012235, 0.09787815;0.4011, 0.0967
0.19698384, -0.20536917;0.1979, -0.2053
-0.40027836, 0.3980707;-0.3989, 0.3983
-0.004741846, -7.412326E-4;-0.0058, 0.0011
0.09672703, -0.29352906;0.0968, -0.2929
0.20490703, 0.3009195;0.2051, 0.3021
-0.24672888, 0.25089246;-0.2485, 0.2492
0.101988204, -0.2975367;0.1023, -0.2968
-0.40288284, 0.20471035;-0.4033, 0.2036
0.097218975, -0.2982092;0.0971, -0.2979
0.39697337, 0.09654352;0.3969, 0.0958
0.19823064, 0.29990608;0.1985, 0.3007
0.20771053, 0.3001995;0.2085, 0.3015
0.20188758, -0.20396478;0.2021, -0.2037
0.104696915, -0.29576078;0.1052, -0.2947
-0.40249667, 0.19381107;-0.4025, 0.193
-0.0015149877, 0.0021893517;-0.0025, 0.0043
-0.24613316, 0.24747238;-0.2473, 0.2458
0.19983922, 0.30039528;0.1998, 0.3011
0.003261729, 0.003035022;0.0025, 0.0051
0.108374596, -0.29544863;0.1092, -0.295
0.19842458, 0.29873925;0.1987, 0.2998
0.2004452, 0.2956366;0.2005, 0.2972
-0.25147465, 0.25059608;-0.252, 0.2488
0.19426897, 0.30047935;0.1949, 0.3019
0.19663505, 0.29668275;0.1971, 0.2978
0.20427799, 0.30294645;0.2045, 0.3036
-0.40153104, 0.39026803;-0.3998, 0.391
0.19154666, -0.19494978;0.1938, -0.1961
0.39498973, 0.0984938;0.3945, 0.0977
0.09966365, -0.2991739;0.0998, -0.2987
-0.098138765, -0.09941357;-0.1002, -0.1009
-0.1019498, -0.09916413;-0.1039, -0.1008
-0.40163577, 0.20193624;-0.4021, 0.2008
-0.3007825, -0.29360124;-0.3003, -0.2943
0.19762175, -0.20178193;0.1986, -0.202
-0.09915369, -0.09429009;-0.1017, -0.0961
-0.39827463, 0.19866708;-0.3993, 0.1974
0.19439518, -0.19324154;0.1957, -0.1933
-0.398586, 0.4068079;-0.3975, 0.4046
-0.39703718, 0.4055904;-0.3963, 0.404
-0.39984357, 0.39818457;-0.3988, 0.3983
0.40088654, 0.10431483;0.4005, 0.1039
-0.2501398, 0.24749157;-0.251, 0.2462
-0.0959644, -0.09763328;-0.0979, -0.0993
0.098035835, -0.29934007;0.0979, -0.299
1.4457566E-4, 0.0050917515;-0.001, 0.0081
0.20111927, -0.20119846;0.2016, -0.201
0.19838575, 0.30059868;0.1986, 0.3014
-0.24912459, 0.2508498;-0.2503, 0.2492
-0.39811808, 0.39894286;-0.3971, 0.3991
0.20177726, -0.20179968;0.2022, -0.2016
-0.09605509, -0.10094811;-0.0981, -0.1025
-0.29932618, -0.30236852;-0.2989, -0.3025
-0.0015981686, -0.0026409267;-0.0022, -7.0E-4
-0.25023177, 0.2530792;-0.2511, 0.2519
0.09427584, -0.30658856;0.0943, -0.3059
-0.40089855, 0.20063974;-0.4011, 0.1994
-0.25612107, 0.24762496;-0.2567, 0.2462
-0.2515402, 0.24833706;-0.252, 0.2466
0.3966964, 0.09751415;0.3965, 0.0968
0.20321634, -0.19513284;0.2041, -0.1954
-0.25382745, 0.24658558;-0.2542, 0.2449
0.19796324, -0.2081296;0.1985, -0.208
0.40505835, 0.09716147;0.4048, 0.0966
-0.39735892, 0.20347771;-0.398, 0.2023
0.0051969546, -0.00205212;0.0042, -1.0E-4
-0.25223634, 0.24506032;-0.253, 0.2433
0.19906421, 0.30302367;0.1993, 0.304
0.20101802, 0.3006557;0.2009, 0.3015
0.09810361, -0.29538417;0.0982, -0.2945
-0.39442563, 0.40491247;-0.3942, 0.4034
-0.10478619, -0.09706416;-0.1066, -0.0987
0.20272179, -0.200309;0.2033, -0.2001
0.20288108, -0.2023117;0.2036, -0.2019
-0.25060764, 0.24625966;-0.2513, 0.2445
0.09962698, -0.3020008;0.0999, -0.302
-0.40178916, 0.19687812;-0.4019, 0.1955
-0.10183719, -0.09575032;-0.1036, -0.097
-0.25585493, 0.25067815;-0.2566, 0.2493
-0.3005383, -0.29976103;-0.3001, -0.3005
-0.251314, 0.24694945;-0.252, 0.2455
0.002715217, 9.806787E-4;0.0016, 0.0032
0.09964724, -0.29908246;0.0998, -0.2987
0.10263922, -0.301516;0.1028, -0.3019
-0.40000296, 0.20015983;-0.4007, 0.1989
0.19324334, 0.30134234;0.1939, 0.3028
-0.29580787, -0.29828656;-0.2951, -0.2992
-0.30808014, -0.30020767;-0.3084, -0.3011
-5.71538E-4, -0.004474285;-0.0014, -0.0022
-0.3963972, 0.1940191;-0.3978, 0.193
-0.4028946, 0.20408683;-0.4032, 0.2031
0.4002308, 0.104618594;0.4002, 0.1044
0.09990246, -0.30225217;0.1002, -0.3022
-0.0016951124, -0.002676938;-0.0023, -8.0E-4
-0.39662245, 0.3992327;-0.3958, 0.3994
-0.09640161, -0.09888233;-0.098, -0.1006
-0.24974859, 0.25330058;-0.2506, 0.252
0.39942184, 0.10293446;0.3992, 0.1024
-0.09528779, -0.098398484;-0.0975, -0.1003
-0.40347415, 0.19124547;-0.4029, 0.1909
-0.3039124, -0.30404705;-0.3046, -0.3045
0.19965677, 0.2931142;0.1998, 0.2945
-0.2488939, 0.25034526;-0.2501, 0.2487
-0.3980827, 0.40135515;-0.3969, 0.4012
0.20277944, -0.19597931;0.2034, -0.1968
-0.30096608, -0.30254644;-0.3006, -0.3026
-0.103512265, -0.0987672;-0.1055, -0.1006
-0.09965626, -0.09378708;-0.1021, -0.0958
0.19963291, -0.19944423;0.2005, -0.1998
0.20137432, -0.19728607;0.2025, -0.198
0.3992747, 0.101452425;0.3988, 0.1007
0.0012663936, 7.013302E-4;1.0E-4, 0.0026
-0.30021465, -0.29699615;-0.2995, -0.2985
0.40365875, 0.10205573;0.4039, 0.1016
0.1977135, 0.29761773;0.1981, 0.2987
-0.3000011, -0.29667357;-0.2995, -0.298
-0.2503912, 0.24834037;-0.2511, 0.2467
-0.0015804194, -5.0858775E-4;-0.0025, 0.0015
-0.40227786, 0.39222026;-0.4002, 0.3928
-0.10109613, -0.09294981;-0.1032, -0.0948
8.3571277E-4, -0.0038930026;0.0, -0.0017
0.20287925, -0.20131464;0.2035, -0.2011
-0.39828032, 0.39725295;-0.3974, 0.3973
-0.39909825, 0.19967973;-0.3995, 0.1983
0.101207554, -0.30619833;0.1022, -0.3061
-0.30063012, -0.3004959;-0.3001, -0.3011
-0.40281403, 0.39868566;-0.4006, 0.399
-0.0034804917, -0.0038008986;-0.0043, -0.0017
-0.39693585, 0.20297192;-0.3978, 0.2019
0.20143288, 0.3044534;0.2014, 0.3049
-0.39801496, 0.20019946;-0.3989, 0.1989
-0.24679904, 0.24872486;-0.2481, 0.2471
-0.39747402, 0.4011646;-0.3966, 0.4011
-0.29951996, -0.29962477;-0.2988, -0.3002
-0.24640587, 0.24931692;-0.2482, 0.2476
-0.10261059, -0.09873324;-0.1047, -0.1005
0.19778857, -0.20188187;0.1987, -0.202
0.10114036, -0.3025322;0.1015, -0.3029
0.19782092, -0.19817968;0.1994, -0.1991
-0.4009447, 0.19754806;-0.4013, 0.1958
-0.0012458024, -0.0065071145;-0.0019, -0.0043
-0.4011249, 0.20012344;-0.4015, 0.1988
0.19833651, 0.30802286;0.1986, 0.3084
-0.29833758, -0.3012187;-0.2975, -0.3015
0.20485578, 0.29468924;0.2045, 0.296
0.20263214, -0.196641;0.2033, -0.1975
-0.29972208, -0.30396545;-0.2992, -0.3039
-0.3988998, 0.40542224;-0.3977, 0.4036
0.20438904, -0.20301375;0.2046, -0.2025
-0.39861828, 0.19893102;-0.3993, 0.1974
-0.104810014, -0.097853586;-0.1068, -0.0995
-0.401635, 0.20140377;-0.4019, 0.2003
0.398431, 0.09702807;0.3983, 0.0963
0.40283692, 0.09684319;0.4029, 0.0959
-0.25173023, 0.2516366;-0.2522, 0.2501
-0.3072058, -0.30292407;-0.3076, -0.3038
-0.4020181, 0.3989556;-0.4001, 0.3992
-0.30010098, -0.2960721;-0.2995, -0.2969
0.20332259, -0.19523622;0.2042, -0.1956
-0.30044168, -0.30383378;-0.3002, -0.304
-0.098459676, -0.10015353;-0.1003, -0.1015
0.39604944, 0.09636907;0.3958, 0.0955
-0.40469217, 0.19598755;-0.4042, 0.1951
-0.30297616, -0.30618137;-0.3036, -0.3065
-0.399014, 0.39983276;-0.3981, 0.3999
-0.2533659, 0.25342783;-0.2544, 0.253
-0.30080524, -0.3015656;-0.3006, -0.3016
-0.3999486, 0.3985055;-0.3989, 0.3984
-0.30237648, -0.2952223;-0.3027, -0.2961
-0.30005303, -0.29947105;-0.2995, -0.3001
-0.40031898, 0.19766761;-0.401, 0.196
-0.09844771, -0.10185186;-0.1001, -0.1037
-0.29531232, -0.298847;-0.2946, -0.2996
0.39879373, 0.105926104;0.3985, 0.106
0.39760005, 0.09479989;0.3975, 0.0943
0.39426807, 0.10069237;0.3937, 0.1005
0.39923096, 0.098287016;0.3989, 0.0975
-0.003973514, -0.0018283076;-0.005, 0.0
-0.0018578897, 0.0036413418;-0.003, 0.0062
0.10180122, -0.29903123;0.102, -0.299
-0.0040433155, -0.0011125215;-0.005, 7.0E-4
-0.094898224, -0.09822676;-0.0971, -0.0998
0.19393352, -0.1980777;0.1955, -0.1988
0.19801942, -0.20055863;0.1991, -0.2012
-0.40196323, 0.2037958;-0.4022, 0.2026
-0.3992286, 0.1987675;-0.3999, 0.1973
-0.002649821, -0.0010985566;-0.0034, 8.0E-4
0.1983264, 0.30269673;0.1984, 0.3036
-0.2997646, -0.29895908;-0.299, -0.2996
-0.40372974, 0.39834252;-0.4013, 0.3987
-0.0017090848, -0.0063499967;-0.0023, -0.0041
0.0027997023, 0.0047020395;0.0021, 0.0077
-0.24911293, 0.24939054;-0.2501, 0.2477
-0.40240896, 0.39722002;-0.4001, 0.3976
0.101572976, -0.2985452;0.1017, -0.2984
-0.0034619041, 0.0022584563;-0.0047, 0.0048
-0.0033831033, -0.004422373;-0.0044, -0.0021
-0.29863223, -0.29951403;-0.2979, -0.3
-0.29714078, -0.29982525;-0.2963, -0.3004
-0.29236272, -0.2958658;-0.2923, -0.2974
0.39805552, 0.09814182;0.3982, 0.0976
0.0951202, -0.30389;0.0948, -0.3035
-0.2981423, -0.30162048;-0.2972, -0.3017
-0.097404905, -0.09801648;-0.0992, -0.0998
-0.40319568, 0.19824173;-0.4031, 0.197
-0.25013083, 0.25543773;-0.2515, 0.2547
-0.4031492, 0.19378553;-0.4031, 0.1929
-0.39555377, 0.19592972;-0.3969, 0.1947
0.20324059, -0.19843271;0.2036, -0.1989
-0.002010297, -0.001800601;-0.0025, 2.0E-4
-0.3982346, 0.4028534;-0.3971, 0.402
0.09908241, -0.30147153;0.0993, -0.3016
-0.4037903, 0.20031673;-0.404, 0.1992
0.20381404, 0.29669783;0.2038, 0.2978
-0.09788709, -0.09594812;-0.1, -0.0976
0.20327964, 0.2974598;0.2033, 0.2986
0.10104444, -0.30040863;0.1014, -0.3003
0.20599465, -0.19814159;0.206, -0.1984
-0.30272144, -0.29711142;-0.3027, -0.2979
0.20445898, 0.300694;0.2044, 0.3016
0.19559085, 0.30427483;0.1959, 0.3055
-0.2566573, 0.24734004;-0.2574, 0.2459
-0.24799034, 0.24979058;-0.2493, 0.2481
0.40279216, 0.10430747;0.4025, 0.1041
0.10193452, -0.3057504;0.1025, -0.306
-0.10269562, -0.10638348;-0.1045, -0.1084
-0.0027984148, 0.003111514;-0.0043, 0.0056
0.20464152, 0.2990932;0.2045, 0.2999
0.2022719, -0.20015281;0.2028, -0.1999
-0.2984168, -0.30120954;-0.2976, -0.3015
-0.403222, 0.40239054;-0.4012, 0.4019
-0.302612, -0.30006984;-0.3022, -0.3009
0.102598146, -0.2971027;0.103, -0.2963
-0.4070751, 0.3989802;-0.4044, 0.3996
-0.0034949507, 1.2145944E-4;-0.0044, 0.0024
0.20640473, -0.20219865;0.2064, -0.2021
-0.24865535, 0.24893072;-0.2498, 0.2474
0.19969429, -0.19698112;0.2007, -0.1977
0.20306203, 0.30564886;0.2031, 0.3062
-0.2571068, 0.2546503;-0.2586, 0.2546
-0.30027527, -0.29518527;-0.2996, -0.2961
-0.40220883, 0.19951141;-0.4025, 0.1981
0.40341902, 0.09933971;0.4037, 0.0987
-0.30090556, -0.29967496;-0.3004, -0.3005
0.19341184, 0.29488206;0.1943, 0.2959
0.004469209, -0.001861809;0.0034, -1.0E-4
-0.09871097, -0.0963615;-0.1011, -0.0977
-4.085702E-4, -0.00244116;-0.0017, -6.0E-4
-0.25575453, 0.2542105;-0.2572, 0.2538
-0.302528, -0.30249572;-0.3025, -0.3029
0.4045674, 0.09974649;0.4047, 0.0989
-0.0016387745, 0.0018493056;-0.0026, 0.0039
-0.401716, 0.3990733;-0.3998, 0.3993
-0.3027512, -0.30242473;-0.3027, -0.3029
0.20002401, -0.1985509;0.2007, -0.1992
-0.096034504, -0.093992725;-0.098, -0.096
0.101747386, -0.29636022;0.102, -0.2956
-0.2973179, -0.29372904;-0.2968, -0.2942
-0.39910713, 0.20260172;-0.3995, 0.2015
0.0031525372, -7.500839E-4;0.0019, 0.0012
-0.09530813, -0.10036726;-0.0972, -0.1018
-0.25326094, 0.24368936;-0.2542, 0.2419
4.2504194E-5, 0.0023529737;-0.0012, 0.0043
0.40070212, 0.10311173;0.4006, 0.1029
-0.39698786, 0.39790055;-0.3961, 0.3983
0.0044407425, 0.0050145057;0.0035, 0.0077
-0.39927572, 0.40285453;-0.3979, 0.4023
-0.29777998, -0.29650265;-0.2967, -0.2976
-0.09940969, -0.09072467;-0.1018, -0.0924
-0.25497204, 0.2473313;-0.2555, 0.2459
-0.24972989, 0.2535554;-0.2506, 0.2522
0.20720391, 0.2957028;0.207, 0.2969
0.0026213124, -4.836286E-4;0.0014, 0.0013
0.20030262, 0.29634008;0.2, 0.2978
0.2004256, -0.19938551;0.2011, -0.1997
-0.4023161, 0.40033504;-0.4003, 0.4002
0.1023248, -0.3055049;0.1028, -0.3059
-0.099697664, -0.10287382;-0.1016, -0.1048
-0.24863666, 0.24845588;-0.25, 0.2468
-0.39720574, 0.2015921;-0.3978, 0.2007
-0.101460606, -0.09206777;-0.1036, -0.094
0.20444947, 0.2986767;0.2043, 0.2996
-0.0035320509, 0.005823189;-0.0048, 0.0088
-0.10168879, -0.0978401;-0.1035, -0.0996
-0.40470693, 0.39817616;-0.4021, 0.3985
-0.25162366, 0.25321126;-0.2524, 0.2523
0.0048046783, -0.0052949544;0.0034, -0.0028
0.098162964, -0.30183217;0.098, -0.3017
0.10100483, -0.3067115;0.1018, -0.3066
0.1019446, -0.3021567;0.1022, -0.3025
-0.093349725, -0.09647671;-0.0956, -0.098
-0.29948172, -0.2978207;-0.2988, -0.299
-0.09984208, -0.09660357;-0.1016, -0.0979
-0.09565588, -0.09889259;-0.0977, -0.1005
0.19683528, -0.19790195;0.1984, -0.1985
-0.39753762, 0.39250103;-0.3966, 0.3931
0.19570373, -0.19916207;0.1973, -0.2
-0.107609764, -0.0960731;-0.1096, -0.0979
-0.09823797, -0.10126035;-0.0999, -0.103
0.19933681, -0.20410961;0.1997, -0.2044
-0.40482736, 0.40170956;-0.4024, 0.4013
-0.40194216, 0.20728227;-0.4028, 0.2057
-0.29515612, -0.29571673;-0.2948, -0.2968
0.09983121, -0.29680103;0.0999, -0.2961
0.3961208, 0.09106226;0.3957, 0.0899
-0.103024, -0.10136611;-0.1053, -0.103
0.10040967, -0.300416;0.1006, -0.3005
0.09984169, -0.30419895;0.1004, -0.3043
-0.24567239, 0.24878912;-0.2473, 0.2469
0.0012509411, -0.0040527857;5.0E-4, -0.0019
-0.40154153, 0.20070043;-0.4019, 0.1995
-0.25617293, 0.2464903;-0.2569, 0.2446
-0.24710184, 0.25132847;-0.2487, 0.2495
-8.3666755E-4, 0.0012323192;-0.0018, 0.0034
-0.3013602, -0.29964244;-0.301, -0.3005
0.39503402, 0.09815466;0.3944, 0.0974
0.20379078, 0.29829994;0.2038, 0.2994
-0.00230478, -0.006125545;-0.0033, -0.0037
-0.09358117, -0.09745729;-0.0958, -0.099
-0.2992597, -0.30226812;-0.2988, -0.3023
-0.39632687, 0.19836009;-0.3974, 0.1972
-0.24804784, 0.24760792;-0.2494, 0.2462
-0.39905775, 0.19398884;-0.4001, 0.193
-0.0011822494, 0.0010368186;-0.0023, 0.0031
0.09679771, -0.29651642;0.0966, -0.2962
-0.3007505, -0.30122575;-0.3006, -0.3015
-0.10181154, -0.09996473;-0.1039, -0.1015
-0.40101823, 0.19981691;-0.4014, 0.1983
-0.29770365, -0.2972737;-0.2968, -0.2985
-0.39914748, 0.20718233;-0.3995, 0.2054
0.20195457, -0.20056167;0.2025, -0.2003
-0.103459775, -0.103328064;-0.1056, -0.1054
-0.3022251, -0.30312517;-0.3023, -0.3034
-0.40612116, 0.19791828;-0.4058, 0.197
0.103443146, -0.3013095;0.1038, -0.3014
-0.100309566, -0.099855594;-0.1025, -0.1013
0.4001938, 0.09959852;0.3995, 0.099
0.20318212, 0.30364954;0.2032, 0.3045
0.39659682, 0.099204466;0.3967, 0.0987
5.3987425E-4, 0.0022288659;-7.0E-4, 0.0043
-0.30717114, -0.29747307;-0.3075, -0.2984
0.096651964, -0.29586124;0.0967, -0.2954
0.3953315, 0.10135475;0.395, 0.101
0.399092, 0.09978671;0.3988, 0.0991
-0.4006152, 0.40092543;-0.3994, 0.4007
-0.24869575, 0.25540218;-0.2502, 0.2543
0.0035445448, 0.0011728532;0.0025, 0.0035
-6.99893E-4, -0.008532926;-0.0014, -0.0058
0.4003304, 0.09698464;0.4002, 0.096
0.102075204, -0.29501852;0.1024, -0.2941
-0.29828683, -0.30071786;-0.2974, -0.3011
0.09994375, -0.29771727;0.1, -0.2971
-0.40190986, 0.19735566;-0.4021, 0.1959
-0.0019787839, -0.0010061554;-0.0027, 8.0E-4
0.19556941, 0.29819143;0.1962, 0.2992
0.40488726, 0.09862414;0.4048, 0.098
-0.29954994, -0.29914036;-0.2987, -0.2997
-0.3990943, 0.39652923;-0.3979, 0.397
0.19822219, 0.29830202;0.1984, 0.2993
0.20192048, -0.20219353;0.2023, -0.2018
-0.40749007, 0.40133154;-0.4048, 0.4012
-0.40596324, 0.39806852;-0.4031, 0.3986
-0.25235403, 0.25125977;-0.2529, 0.2496
-0.30047274, -0.29662552;-0.2999, -0.2977
0.2033284, 0.30285546;0.2035, 0.3034
-0.24949732, 0.24985349;-0.2506, 0.2485
-0.3028037, -0.29617837;-0.3029, -0.297
0.005638248, -9.163172E-5;0.005, 0.0019
0.3990619, 0.10117021;0.3985, 0.1006
-0.39692163, 0.39110038;-0.3957, 0.3911
0.10078095, -0.30562872;0.1016, -0.3056
-0.098685555, -0.097505264;-0.1007, -0.0989
0.20801981, 0.30368665;0.2086, 0.3047
0.0021909755, -0.0034541755;0.001, -0.0016
0.1986574, -0.2024941;0.1991, -0.2025
-0.09629313, -0.102143936;-0.0984, -0.1038
-0.10296732, -0.10718325;-0.1049, -0.1092
-0.10163555, -0.09650381;-0.1034, -0.0977
-0.3989682, 0.19976337;-0.3994, 0.1985
-0.30049297, -0.30319682;-0.3001, -0.3033
0.19265051, 0.2958226;0.1937, 0.2967
0.101535365, -0.3004524;0.102, -0.3006
0.1971644, -0.20221896;0.198, -0.2028
-0.40039122, 0.19706969;-0.4009, 0.1956
-0.0033623853, 0.0040681823;-0.0046, 0.0068
0.19922772, 0.29671714;0.1991, 0.298
-0.40262437, 0.20180665;-0.403, 0.2006
-0.40558603, 0.19950321;-0.4056, 0.1987
0.20211285, 0.2953886;0.2022, 0.2967
-0.29616362, -0.29982832;-0.2955, -0.3005
-0.29714897, -0.29969552;-0.2963, -0.3004
-0.40204605, 0.19791499;-0.4021, 0.1965
0.10030015, -0.30451444;0.1011, -0.3047
-0.39898983, 0.20320274;-0.3995, 0.2021
0.4046375, 0.10173335;0.4049, 0.101
-0.2965134, -0.29687455;-0.2959, -0.298
-0.2503121, 0.24794208;-0.251, 0.2464
-0.2991714, -0.30299434;-0.2986, -0.303
-0.2977767, -0.30325863;-0.2967, -0.3034
-0.29557002, -0.30040878;-0.2949, -0.3007
0.19934312, -0.19717677;0.2002, -0.198
0.3996225, 0.09876784;0.3991, 0.0979
-0.30456677, -0.30245137;-0.3052, -0.3032
0.099735565, -0.2963467;0.0998, -0.2956
0.006755566, -0.0027122484;0.0059, -9.0E-4
-0.3981704, 0.19762082;-0.3992, 0.1962
-0.29721397, -0.30850568;-0.2971, -0.3079
0.09740784, -0.30406976;0.0973, -0.3037
-0.3992601, 0.20174916;-0.3998, 0.2005
0.0020613717, -0.0033271022;8.0E-4, -0.0015
0.20328347, 0.30188984;0.2032, 0.3027
-0.10336706, -0.09905677;-0.1052, -0.1009
-0.39864334, 0.19803822;-0.3995, 0.1968
0.20086575, 0.30461282;0.201, 0.3053
-0.4001336, 0.19893184;-0.4008, 0.1976
0.10190236, -0.29787832;0.1022, -0.2974
-0.30279255, -0.3009732;-0.3026, -0.3018
0.19470799, 0.29954797;0.1957, 0.3005
-0.39703384, 0.20176552;-0.3978, 0.2009
0.39783832, 0.09760612;0.3978, 0.0966
-0.30268148, -0.30221018;-0.3026, -0.3028
-0.39504597, 0.2003582;-0.396, 0.1995
-0.25481516, 0.24540962;-0.2553, 0.2436
-0.0042915717, -7.8821817E-4;-0.0053, 0.001
-0.0033511638, -0.0062764604;-0.0045, -0.0041
0.4032123, 0.10101458;0.4035, 0.1003
-0.39532667, 0.39674163;-0.3941, 0.3971
-0.24701007, 0.2539279;-0.2489, 0.2526
0.39854237, 0.10006918;0.3981, 0.0995
-0.2503912, 0.2534533;-0.2514, 0.2523
-0.4057765, 0.39248285;-0.4028, 0.393
0.100662194, -0.30067196;0.101, -0.3006
-0.4023349, 0.4036822;-0.4004, 0.4026
6.2949315E-4, -0.0040450934;-5.0E-4, -0.0019
-0.40436393, 0.19649035;-0.404, 0.1953
-0.29845715, -0.30328256;-0.2976, -0.3034
-0.40064812, 0.39523518;-0.3991, 0.3958
-0.40099844, 0.402162;-0.3996, 0.4016
0.19839223, -0.19345838;0.1995, -0.1939
0.19862081, 0.30431262;0.1987, 0.3052
-0.3984379, 0.19789201;-0.3994, 0.1966
-0.10080859, -0.1034565;-0.1029, -0.1053
0.19954084, -0.20402823;0.2, -0.2043
0.40377143, 0.104952335;0.4036, 0.1045
-0.10256944, -0.098968744;-0.1046, -0.1008
-0.24973641, 0.2528486;-0.2505, 0.2513
-0.24291797, 0.25140294;-0.2443, 0.2495
-0.3994017, 0.3913546;-0.3984, 0.3918
-0.40148032, 0.20183812;-0.4018, 0.2007
-0.3956534, 0.19898795;-0.3966, 0.1981
-2.36762E-4, -0.005682992;-0.0011, -0.0034
0.09282205, -0.29711297;0.0924, -0.2969
-0.10024207, -0.09648873;-0.102, -0.0977
0.20235284, 0.29692364;0.2025, 0.2981
-0.25696963, 0.25636974;-0.2587, 0.2571
-0.30347797, -0.3055871;-0.304, -0.3061
-0.40452275, 0.20493032;-0.4048, 0.2038
-0.4022243, 0.20086432;-0.4025, 0.1996
-0.406283, 0.39751843;-0.4033, 0.3979
-0.0979627, -0.094329074;-0.1005, -0.0961
-0.10115497, -0.10222244;-0.1032, -0.1043
-0.40320715, 0.1975243;-0.4031, 0.1965
-0.40147206, 0.19598366;-0.4015, 0.1948
0.10355477, -0.29584113;0.104, -0.2949
2.7387914E-5, 0.0055636643;-0.0011, 0.0087
-0.40472528, 0.20166685;-0.4052, 0.2006
0.20142652, -0.19318475;0.2024, -0.1934
0.099577196, -0.30560112;0.1, -0.3055
0.20106012, -0.19704571;0.2022, -0.1979
0.20517172, -0.1946453;0.2056, -0.1951
-0.25155976, 0.25520167;-0.2527, 0.2546
-0.25289997, 0.2544266;-0.2539, 0.2538
-0.2933278, -0.2999873;-0.2929, -0.3003
-0.39690626, 0.20281616;-0.3977, 0.2018
0.40324122, 0.0980574;0.4034, 0.097
0.095178925, -0.30362454;0.095, -0.303
0.19882753, -0.1963901;0.1999, -0.1972
-0.39499483, 0.20290954;-0.3959, 0.2018
0.4015432, 0.09910615;0.4017, 0.0982
-0.24803367, 0.2448046;-0.2493, 0.2431
-0.4008341, 0.39668173;-0.3991, 0.3971
0.19675261, 0.29695335;0.1973, 0.2982
0.1996134, -0.20051757;0.2003, -0.2007
0.20502105, 0.29769126;0.2046, 0.299
-0.30231145, -0.29439446;-0.3024, -0.2953
-0.24985182, 0.24939781;-0.2508, 0.2477
0.40122035, 0.09892792;0.4012, 0.0981
-0.09957549, -0.09812901;-0.1015, -0.0998
-0.40163773, 0.19723932;-0.4018, 0.1957
-0.09608448, -0.09478042;-0.0981, -0.0969
0.19638257, -0.20255986;0.1973, -0.2031
-0.30887628, -0.30505437;-0.3092, -0.3057
-0.29788154, -0.30476588;-0.297, -0.3044
-0.09259733, -0.10246893;-0.0954, -0.1042
0.39411485, 0.09679362;0.3937, 0.0962
0.100147404, -0.29971993;0.1004, -0.2995
-0.25128967, 0.24677418;-0.2519, 0.2453
-0.39994624, 0.20713452;-0.4001, 0.2055
-0.097917736, -0.09586681;-0.1, -0.0975
0.3998099, 0.099449694;0.3991, 0.0988
-0.10084926, -0.102383144;-0.1027, -0.1044
0.09763923, -0.29690844;0.0975, -0.2962
-0.2516198, 0.24878299;-0.252, 0.2471
-0.25276062, 0.24390638;-0.2535, 0.2422
-0.2503829, 0.2516287;-0.251, 0.2499
-0.29491884, -0.29665625;-0.2947, -0.2982
-0.30052373, -0.30441472;-0.3005, -0.3044
-0.100781076, -0.09960886;-0.1027, -0.1012
-0.0035040162, 4.8658732E-4;-0.0044, 0.0027
-0.40499136, 0.19894959;-0.405, 0.198
0.2009145, 0.2992808;0.2007, 0.2999
-0.1037243, -0.09658682;-0.1057, -0.0982
0.40270278, 0.10177542;0.4027, 0.1013
-0.29860035, -0.30430245;-0.2979, -0.3041
0.10381451, -0.30688208;0.1049, -0.3071
-0.3995266, 0.20069554;-0.4001, 0.1996
-0.25169885, 0.25169736;-0.2521, 0.2502
-0.3993377, 0.20289487;-0.3998, 0.2018
-0.3000476, -0.29890388;-0.2994, -0.2996
-0.3998269, 0.20352542;-0.4002, 0.2023
0.20251103, -0.19715326;0.2032, -0.1979
0.40059197, 0.1024754;0.4004, 0.1023
-0.4015064, 0.20334163;-0.4017, 0.2021
0.095477074, -0.29886514;0.0952, -0.2987
-0.39907584, 0.1987434;-0.3997, 0.1972
-0.40250334, 0.19795418;-0.4026, 0.1967
0.1978917, 0.30017474;0.1982, 0.3009
