0.19821587, 0.29940185;0.1985, 0.3003
-0.40204722, 0.20034635;-0.4023, 0.1989
-0.0012267731, 0.0048999744;-0.0022, 0.008
0.1977167, -0.20014371;0.199, -0.2008
-0.40348127, 0.20417528;-0.4038, 0.2031
0.40536663, 0.09725445;0.4052, 0.0966
-0.0012906368, -0.0030614007;-0.0021, -9.0E-4
0.00255486, -0.002156294;0.0012, -4.0E-4
0.10346947, -0.2938537;0.1039, -0.293
0.4001775, 0.0939372;0.4005, 0.0929
0.10163796, -0.30377093;0.102, -0.304
-0.003935546, -0.0051659388;-0.0049, -0.0029
0.3995118, 0.09410514;0.3998, 0.0932
-0.24866283, 0.2500273;-0.2498, 0.2483
0.19759682, -0.19570442;0.1991, -0.1965
0.20480731, -0.19761015;0.2052, -0.198
-0.3014662, -0.30077335;-0.3009, -0.3013
8.794042E-4, -6.835783E-6;-2.0E-4, 0.0023
-0.24457304, 0.2506042;-0.2461, 0.249
0.100591205, -0.30566835;0.1013, -0.3054
-0.10307972, -0.10458111;-0.1048, -0.107
-0.3002562, -0.2980422;-0.2995, -0.2991
-0.30849835, -0.29056394;-0.3083, -0.2917
0.19196644, -0.19963276;0.1938, -0.2004
-0.4003295, 0.2046166;-0.4005, 0.2033
-0.1027202, -0.09538255;-0.1044, -0.0967
-0.4079575, 0.2019298;-0.4081, 0.2007
0.09822604, -0.2922738;0.0982, -0.2915
-0.39829245, 0.39456898;-0.3973, 0.3953
-0.40082264, 0.4037266;-0.3993, 0.4025
0.40093073, 0.10144579;0.4007, 0.101
-0.24551813, 0.24862652;-0.2472, 0.2467
0.19967784, 0.3010046;0.1995, 0.3018
-0.29586023, -0.30406097;-0.2955, -0.3036
-0.0031882455, 2.5621743E-4;-0.0039, 0.0025
0.099892154, -0.294499;0.1, -0.294
-0.40182626, 0.40128985;-0.4, 0.4011
-0.004635427, -0.0013767051;-0.0056, 5.0E-4
-0.40467963, 0.20050183;-0.4049, 0.1994
-0.39383087, 0.40477276;-0.3936, 0.4033
-0.39797953, 0.40256074;-0.397, 0.4019
-0.0021627748, 0.0032573158;-0.0035, 0.0057
-0.0010740017, 8.0495497E-4;-0.0023, 0.003
0.19961125, -0.19917591;0.2005, -0.1994
-0.40578303, 0.39857668;-0.4032, 0.399
-0.40222612, 0.19628553;-0.4022, 0.195
-0.39855617, 0.2006378;-0.3993, 0.1995
-0.29491207, -0.3059704;-0.2945, -0.3051
0.19785939, 0.30173838;0.1981, 0.3025
0.19702025, 0.2996954;0.1976, 0.3005
0.2021365, 0.29918167;0.2023, 0.2999
-0.008340435, -0.0041342634;-0.0095, -0.0016
0.103742376, -0.30034974;0.1039, -0.3004
-0.2455506, 0.24590522;-0.2468, 0.2442
0.104356796, -0.29497576;0.1047, -0.2942
0.4029792, 0.09777939;0.4031, 0.0967
-0.39762723, 0.40312892;-0.3968, 0.4021
-0.09989299, -0.09865938;-0.1018, -0.1003
0.40040603, 0.10096237;0.4002, 0.1005
-0.24799293, 0.2484428;-0.2494, 0.2471
0.19698943, -0.19679967;0.1984, -0.1974
0.0017313345, 1.2855258E-4;3.0E-4, 0.0022
-0.10649966, -0.09535096;-0.1083, -0.0969
-0.30218112, -0.30361694;-0.3023, -0.3038
0.2005454, 0.3070533;0.2004, 0.3074
-0.2530994, 0.24464792;-0.2537, 0.2432
0.10173958, -0.29646584;0.102, -0.2956
0.20114222, -0.19857903;0.2022, -0.1989
0.20007402, -0.20375507;0.2007, -0.204
0.09812272, -0.3011255;0.098, -0.3012
0.0018623126, 0.0048605218;4.0E-4, 0.008
-0.39571893, 0.39911297;-0.395, 0.3993
0.20251583, -0.19528027;0.2034, -0.1959
-0.0021498303, 0.00448074;-0.0034, 0.0074
-0.3997531, 0.20301135;-0.4002, 0.2021
-0.104056805, -0.0963967;-0.106, -0.0979
-0.40193292, 0.3995667;-0.4, 0.3997
-0.24611631, 0.24973021;-0.2479, 0.248
0.39998114, 0.102112114;0.3997, 0.1017
-0.3000282, -0.302081;-0.2996, -0.3022
-0.0040914975, -0.0013218261;-0.005, 5.0E-4
-0.30019325, -0.29577473;-0.2997, -0.2965
0.20077126, -0.20571236;0.201, -0.2056
0.10484472, -0.3014545;0.1052, -0.3016
-0.10048294, -0.096950546;-0.1024, -0.0983
0.4030587, 0.100779;0.4033, 0.0999
0.19949396, 0.30457786;0.1993, 0.3055
-0.0975979, -0.10478702;-0.0996, -0.1067
-0.3984092, 0.19924359;-0.3992, 0.1981
-4.139585E-4, -0.003967262;-0.0013, -0.0018
-0.25130117, 0.2537722;-0.2521, 0.253
0.09919817, -0.30388874;0.0998, -0.3039
-0.2931684, -0.3052168;-0.2928, -0.3046
0.19932401, -0.19915293;0.2003, -0.1994
0.39824098, 0.09619831;0.3983, 0.0956
0.404027, 0.10419236;0.4039, 0.1038
0.1966295, -0.20055838;0.1981, -0.2015
0.19739719, 0.29503077;0.1977, 0.2964
-0.29505935, -0.29891592;-0.2943, -0.2998
-0.24923645, 0.24985443;-0.2504, 0.2484
0.19697364, -0.20302908;0.1976, -0.2034
-0.39960945, 0.39608213;-0.3985, 0.3966
-0.40543303, 0.20124938;-0.4058, 0.2002
-0.002271415, 0.0033635085;-0.0036, 0.006
-0.39898592, 0.1977552;-0.3999, 0.1963
-0.24585018, 0.24676484;-0.2471, 0.2452
-0.098438166, -0.10047087;-0.1001, -0.1021
0.3998807, 0.104289465;0.3999, 0.104
0.004178542, 0.0054610507;0.0032, 0.0084
0.20153558, -0.19952777;0.2024, -0.1997
-0.24915099, 0.24547969;-0.2502, 0.2438
0.20094883, 0.30094412;0.2009, 0.3017
-0.39653704, 0.39583293;-0.396, 0.3961
0.2010368, 0.29861292;0.2009, 0.2996
-0.39962184, 0.1974907;-0.4006, 0.1959
-0.39766067, 0.2005728;-0.3986, 0.1996
-0.3946535, 0.19641165;-0.3959, 0.1953
0.19537328, 0.30025387;0.1961, 0.3013
-0.40190202, 0.40197206;-0.3999, 0.4015
-0.39654586, 0.40311536;-0.3957, 0.4021
-0.0034233092, 0.0019003623;-0.0046, 0.0044
0.19610956, 0.30450737;0.1962, 0.3054
-0.103410386, -0.10556845;-0.1053, -0.1076
0.10296638, -0.29895872;0.1035, -0.2988
-0.40110677, 0.20361017;-0.4013, 0.2023
0.003392825, 0.0035891577;0.0026, 0.0057
-0.39501986, 0.19639786;-0.3964, 0.1951
0.20074742, -0.19480784;0.2018, -0.1956
0.20527828, 0.2977694;0.2049, 0.2991
-0.39986387, 0.40391675;-0.3984, 0.4027
0.10189946, -0.29251647;0.1021, -0.2919
-0.30312598, -0.2968488;-0.303, -0.2975
0.20353682, 0.30206686;0.2036, 0.3029
-0.25375938, 0.24893117;-0.2543, 0.2473
-0.24885885, 0.24735218;-0.2502, 0.2461
0.20532814, -0.19823799;0.2056, -0.1986
-0.100063555, -0.10634913;-0.1024, -0.1084
-0.40325126, 0.20065366;-0.4038, 0.1994
0.09727076, -0.29570866;0.0974, -0.2951
0.2018305, -0.19967905;0.2025, -0.1999
0.09885921, -0.3064258;0.0993, -0.3065
-0.4020952, 0.3937099;-0.4003, 0.3941
0.40062645, 0.09771725;0.4004, 0.0965
0.0016036936, -0.004933325;6.0E-4, -0.0028
-0.39904842, 0.40151706;-0.3979, 0.401
0.09918908, -0.29966038;0.099, -0.2993
0.20604438, -0.20202978;0.2061, -0.2018
0.20477492, 0.30071923;0.2048, 0.3018
0.4038246, 0.10049063;0.4041, 0.0997
0.103414044, -0.29944563;0.1037, -0.2993
-0.3964612, 0.19528863;-0.398, 0.1941
-0.396788, 0.40104267;-0.3958, 0.4009
0.20303142, -0.19760765;0.2035, -0.1983
5.535757E-4, 0.0012472947;-7.0E-4, 0.0032
-4.5733733E-4, -0.0031452538;-0.0015, -0.001
-0.40029547, 0.40175605;-0.3993, 0.4014
-0.24926801, 0.255244;-0.2507, 0.2542
-0.2989258, -0.30110288;-0.2982, -0.3014
-0.40259573, 0.40029982;-0.4004, 0.4003
0.40315774, 0.103514396;0.4028, 0.1033
-0.39605248, 0.40436748;-0.3952, 0.4031
-0.39917746, 0.20587645;-0.3993, 0.2042
-0.29851964, -0.3063126;-0.2982, -0.3058
-0.39672625, 0.40214774;-0.3961, 0.4017
-0.39777744, 0.1978139;-0.399, 0.1964
-0.2951298, -0.29789767;-0.2944, -0.299
-0.29599217, -0.2978267;-0.2953, -0.2988
-0.3008557, -0.30485386;-0.3008, -0.3049
0.20522338, -0.20230849;0.2055, -0.2017
-0.25050116, 0.25404248;-0.2516, 0.2531
-0.39957747, 0.19636977;-0.4004, 0.1947
0.19956961, -0.20462215;0.1997, -0.2047
-0.40427884, 0.20638889;-0.4044, 0.2048
-0.0010786904, 0.004259537;-0.0022, 0.0071
0.10229621, -0.30095726;0.1025, -0.3009
-0.100497015, -0.10117831;-0.1025, -0.1029
0.20511952, -0.19831678;0.2054, -0.1987
-0.24897148, 0.24935259;-0.25, 0.2476
0.10142409, -0.29927325;0.1017, -0.2992
-0.10575185, -0.1013392;-0.1078, -0.1031
-0.40065587, 0.39697334;-0.3991, 0.3974
0.10086529, -0.2996912;0.1011, -0.2993
-0.40314546, 0.3988223;-0.401, 0.3992
-0.2459328, 0.2492767;-0.2476, 0.2473
-0.10551225, -0.09546931;-0.1073, -0.0971
0.0018118202, 0.0028048763;0.001, 0.0047
-0.0038158915, -1.1313913E-4;-0.0048, 0.0022
-0.2577443, 0.2571125;-0.2594, 0.2578
0.09738713, -0.30224282;0.0969, -0.302
-0.40119746, 0.4011619;-0.3996, 0.401
0.19871834, 0.29613742;0.1988, 0.2975
0.20292649, 0.29633263;0.203, 0.2974
-0.40046015, 0.19419949;-0.4008, 0.1933
0.3973491, 0.09745444;0.3971, 0.0966
-0.25747055, 0.25711003;-0.2592, 0.2578
-0.2430485, 0.2529483;-0.2447, 0.2512
-0.25394705, 0.24544184;-0.2543, 0.244
-0.25227416, 0.2509277;-0.2529, 0.2492
0.20317286, 0.292313;0.2033, 0.2936
-0.40347406, 0.39955062;-0.4011, 0.3995
-0.40736124, 0.40438685;-0.4049, 0.404
-0.30084088, -0.30562928;-0.301, -0.3059
0.101762794, -0.3011433;0.1021, -0.3013
-0.09710496, -0.102327704;-0.0991, -0.1043
-0.40096506, 0.20543759;-0.4011, 0.204
-0.101617634, -0.10026582;-0.1036, -0.1018
-0.29977086, -0.29565838;-0.2992, -0.2965
0.006177201, 0.0026153144;0.0051, 0.0049
-0.29535583, -0.2965888;-0.295, -0.298
-0.25418282, 0.2526936;-0.2555, 0.2519
-0.25917932, 0.25127223;-0.2601, 0.2506
-0.0031710037, -0.0041178246;-0.0041, -0.0018
-0.10956294, -0.09775397;-0.1111, -0.0996
0.39996037, 0.10391215;0.4, 0.1038
0.40281543, 0.09953014;0.4031, 0.0987
0.40522453, 0.10508339;0.4049, 0.1045
-0.29694077, -0.3010502;-0.2961, -0.3013
-0.0017479816, -0.0012609602;-0.0026, 6.0E-4
0.19999732, -0.19801039;0.2008, -0.1988
0.0025138725, -0.0010180054;0.0012, 8.0E-4
-0.1000816, -0.09926021;-0.1022, -0.1006
0.10040356, -0.29945657;0.1005, -0.2992
-0.3971453, 0.19973023;-0.3985, 0.1988
0.19906923, 0.2988412;0.1993, 0.2998
-0.10098893, -0.1007845;-0.1031, -0.1024
0.2014026, 0.2962748;0.2014, 0.2977
-0.24898055, 0.24785869;-0.2505, 0.2464
-0.09522609, -0.101581685;-0.0972, -0.1034
0.19694367, 0.2952805;0.1973, 0.2965
-0.39927584, 0.20398027;-0.3997, 0.2028
-0.30303872, -0.30071276;-0.3028, -0.3015
-0.0021049457, 0.0022544728;-0.0031, 0.0044
-0.40136915, 0.19769762;-0.4019, 0.1962
0.40127212, 0.09718832;0.4011, 0.0962
-0.30495802, -0.30347875;-0.3059, -0.304
0.09511857, -0.29725298;0.0949, -0.297
-0.25194204, 0.25068086;-0.2524, 0.2489
-0.40498188, 0.20341577;-0.4053, 0.2023
0.0024620723, -0.0028023636;0.0011, -0.0011
-0.24800755, 0.25066477;-0.2495, 0.249
-0.25257206, 0.24771112;-0.2531, 0.2461
-0.2529528, 0.2560533;-0.2542, 0.2554
-0.2989782, -0.30493528;-0.2986, -0.3047
-0.299921, -0.29868275;-0.2991, -0.2994
0.39999348, 0.09570561;0.3999, 0.095
0.10349004, -0.30457526;0.1041, -0.305
0.20564577, 0.30116683;0.206, 0.3022
0.3980878, 0.108092725;0.3977, 0.108
0.19642946, 0.29439133;0.1969, 0.2958
0.19946499, -0.20498185;0.1997, -0.2049
-0.2938231, -0.29934457;-0.2935, -0.3
0.20028809, 0.30217382;0.2004, 0.3031
0.1935359, -0.19844228;0.195, -0.1992
0.19912212, 0.298174;0.1994, 0.2989
-0.39891618, 0.40010917;-0.3978, 0.4001
-0.3993637, 0.39372;-0.3981, 0.3942
-0.25061762, 0.25170162;-0.2511, 0.2499
-0.09850984, -0.102735505;-0.1004, -0.1049
-0.30085328, -0.30168113;-0.3007, -0.3017
-0.30509686, -0.300656;-0.3056, -0.3014
-0.398068, 0.20207433;-0.3986, 0.2012
-0.3078627, -0.3029338;-0.3083, -0.3039
-0.3946691, 0.20552933;-0.3958, 0.2042
-0.30061385, -0.30177215;-0.3003, -0.3019
-0.24903129, 0.25481284;-0.2502, 0.2536
-0.39418986, 0.39971864;-0.3934, 0.3994
-0.10006782, -0.09870412;-0.102, -0.1003
-0.0013267711, 0.0016694719;-0.0023, 0.0037
0.39577475, 0.10428827;0.3953, 0.104
0.3980719, 0.09700216;0.3979, 0.0963
0.19625226, -0.20620623;0.1969, -0.2063
0.0032664055, -0.004224212;0.002, -0.0024
0.39580318, 0.10226286;0.3954, 0.1019
-0.094998226, -0.10274899;-0.0969, -0.1048
0.19772574, 0.2973278;0.1981, 0.2983
0.40132928, 0.098406754;0.4013, 0.0973
-0.39600685, 0.2019264;-0.3968, 0.2012
-0.10478529, -0.104947604;-0.1068, -0.107
-0.0996283, -0.10431398;-0.1015, -0.1063
-0.10180777, -0.10437339;-0.1039, -0.1064
-0.2489132, 0.25279891;-0.2498, 0.2514
-0.39763096, 0.40744558;-0.397, 0.405
-0.25397643, 0.24895;-0.2545, 0.2474
-0.25147855, 0.25138333;-0.2518, 0.2498
-0.09705173, -0.102885954;-0.0992, -0.1049
0.19770664, 0.29625034;0.198, 0.2977
-0.09690447, -0.10197856;-0.0989, -0.1038
-0.2949361, -0.29553184;-0.2947, -0.2966
0.4051623, 0.10145806;0.4051, 0.1007
-0.2541542, 0.2533984;-0.2558, 0.2528
0.19896899, -0.20224246;0.1996, -0.202
-0.30135503, -0.30235025;-0.3011, -0.3024
-0.24498247, 0.24636756;-0.2465, 0.2447
0.09727592, -0.29749283;0.097, -0.2968
0.100061215, -0.30669314;0.1008, -0.3069
3.6702084E-4, 5.1494E-4;-8.0E-4, 0.0025
-0.24417515, 0.24746285;-0.2457, 0.2456
0.401022, 0.10250333;0.4008, 0.1024
0.39761737, 0.100438245;0.3976, 0.1
-0.2504206, 0.24881709;-0.2511, 0.2472
-0.25257635, 0.25442126;-0.2536, 0.2538
-0.4032863, 0.3975159;-0.4008, 0.3982
-0.40043995, 0.19934334;-0.4012, 0.1979
-0.4016532, 0.1923261;-0.4017, 0.1916
0.40224403, 0.09897099;0.4024, 0.0981
2.739026E-4, -9.842961E-4;-8.0E-4, 0.001
0.20504062, -0.20430619;0.2053, -0.2039
0.19896546, 0.30354;0.1992, 0.3045
0.19617592, -0.19777283;0.1979, -0.1984
0.19643635, 0.3044728;0.1963, 0.3053
-0.0035932844, -0.005221472;-0.0048, -0.0029
-0.39434323, 0.19746023;-0.3953, 0.1966
0.001484063, -6.23404E-4;4.0E-4, 0.0013
-0.39428943, 0.2007831;-0.3951, 0.2
-0.30548298, -0.29595828;-0.3057, -0.2967
-0.39752626, 0.39697433;-0.3969, 0.397
-0.29807106, -0.30599624;-0.2976, -0.3054
0.3955502, 0.10038743;0.3953, 0.1002
-0.2955688, -0.30474865;-0.2954, -0.3041
-0.24599586, 0.24730882;-0.2474, 0.2457
-0.30055547, -0.3027664;-0.3003, -0.3029
-0.4014946, 0.40262994;-0.3997, 0.4018
-0.0022661842, -0.0036653404;-0.0031, -0.0014
0.19914415, -0.19604409;0.2002, -0.1968
-0.2460087, 0.25464734;-0.2479, 0.2532
0.19428673, -0.19703424;0.1961, -0.1979
-0.39707738, 0.3995292;-0.3961, 0.3996
-0.2545528, 0.25199187;-0.2558, 0.2512
-0.09656535, -0.10209197;-0.0986, -0.1038
0.40100548, 0.10168611;0.4008, 0.1013
-0.30474466, -0.29878536;-0.305, -0.2996
-0.24754588, 0.25325856;-0.2493, 0.2516
-0.24826083, 0.25020924;-0.2495, 0.2483
0.2012944, -0.20435522;0.2016, -0.2041
0.10374724, -0.30108783;0.1041, -0.3013
-0.40189123, 0.39414987;-0.4002, 0.3942
-0.097115554, -0.103165284;-0.0992, -0.105
-0.4008948, 0.3952621;-0.3993, 0.3957
-0.09862335, -0.09390173;-0.1011, -0.0959
0.20175976, -0.19499567;0.2026, -0.1956
-0.2460217, 0.2544957;-0.2479, 0.2531
0.19763193, 0.30392337;0.1979, 0.3048
-0.3991244, 0.20523526;-0.3994, 0.204
-0.0050925296, 0.004059815;-0.0063, 0.007
-0.40030214, 0.20413022;-0.4006, 0.2029
-2.4545263E-4, -1.0559103E-4;-0.0014, 0.002
0.1990654, 0.30324748;0.1992, 0.3041
-0.098561645, -0.105551496;-0.1004, -0.1075
-0.24860878, 0.24866618;-0.2499, 0.2472
0.20265146, 0.30098784;0.2029, 0.3021
-0.25220266, 0.24989656;-0.2526, 0.2484
0.0019288849, -0.005720685;0.001, -0.0035
-0.24804221, 0.25087118;-0.2495, 0.2491
0.20018786, 0.30052266;0.2001, 0.3013
0.2058091, 0.2997557;0.2064, 0.301
-0.09457852, -0.10225033;-0.0965, -0.104
-0.24903369, 0.24765763;-0.2504, 0.2463
0.09805513, -0.30511793;0.0985, -0.3052
-0.3008579, -0.29751146;-0.3003, -0.2986
0.19857652, -0.20296194;0.199, -0.2029
0.098006174, -0.3037965;0.0979, -0.3036
-0.39669198, 0.2000922;-0.3979, 0.1993
-0.4043261, 0.19917199;-0.4045, 0.1982
-0.40066785, 0.39579687;-0.3989, 0.3963
-0.4004944, 0.19828056;-0.401, 0.1967
0.19938025, -0.19600652;0.2004, -0.1967
-0.30170444, -0.30145362;-0.3013, -0.3018
0.09753209, -0.29506165;0.0977, -0.294
0.106222376, -0.29541025;0.1069, -0.2946
-0.4011962, 0.1953501;-0.4013, 0.1944
0.10029456, -0.29655564;0.1004, -0.296
-0.39901894, 0.40260014;-0.3977, 0.4021
-0.24640453, 0.24719624;-0.2476, 0.2457
-0.2535646, 0.2523705;-0.2543, 0.2513
0.19930999, 0.30347967;0.1994, 0.3045
-0.40142614, 0.20872767;-0.4022, 0.2075
-0.2505291, 0.25009033;-0.2513, 0.2484
0.19669159, 0.29757053;0.1972, 0.2987
-0.4031116, 0.1928301;-0.4028, 0.1923
-0.39814946, 0.39570415;-0.3971, 0.3961
-0.25321043, 0.24837981;-0.2537, 0.2469
-0.2961556, -0.29711646;-0.2954, -0.2983
0.40184733, 0.097709015;0.402, 0.0966
0.20172423, 0.30001664;0.2017, 0.3008
0.19915017, -0.19806296;0.2001, -0.1989
0.2014323, 0.30123362;0.2015, 0.3021
-0.2988469, -0.29736626;-0.2981, -0.2986
0.20382158, -0.19708456;0.2045, -0.1976
-0.2507541, 0.24819133;-0.2514, 0.2467
0.3981649, 0.09974987;0.398, 0.0991
0.4059956, 0.09775106;0.4055, 0.097
0.20084502, -0.19182245;0.202, -0.1922
-0.4045985, 0.2006321;-0.4049, 0.1994
-0.40455997, 0.40121967;-0.4021, 0.4008
0.09957156, -0.2978681;0.0995, -0.2975
-0.401999, 0.20085241;-0.4024, 0.1995
0.19797893, -0.19949028;0.1992, -0.1999
0.09588164, -0.29784575;0.0958, -0.2974
0.101407625, -0.3008799;0.1019, -0.3011
0.104725674, -0.3005702;0.1052, -0.3008
-0.10431682, -0.10136837;-0.1065, -0.1031
0.19714507, 0.30247122;0.1972, 0.3034
0.20576999, -0.20016915;0.206, -0.2002
-0.39636198, 0.39959836;-0.3957, 0.3997
-0.2985782, -0.29804733;-0.2977, -0.299
0.0022530532, -0.0041847317;0.0011, -0.0024
0.09605544, -0.29688033;0.0963, -0.2963
0.39952436, 0.10040969;0.399, 0.0998
-0.39795643, 0.4031705;-0.3969, 0.4022
-0.40474615, 0.19743183;-0.4046, 0.1963
-0.39888656, 0.40103355;-0.3977, 0.4008
-0.24722771, 0.25263497;-0.2492, 0.2513
-0.29933566, -0.29509518;-0.2986, -0.2957
-0.40143076, 0.19611508;-0.4015, 0.195
-0.10625246, -0.103539646;-0.1083, -0.1056
-0.24596708, 0.25045824;-0.2475, 0.2487
0.20126721, 0.30560374;0.2011, 0.3064
-0.30379567, -0.29397097;-0.3041, -0.2947
0.19312198, 0.3016777;0.1938, 0.3031
0.099847324, -0.291208;0.0997, -0.2906
-0.39978454, 0.3966805;-0.3985, 0.3972
0.10031685, -0.30330956;0.101, -0.3035
-0.25048643, 0.25520384;-0.2516, 0.2543
-0.39434707, 0.39619923;-0.3931, 0.3966
0.20085956, -0.1974825;0.2019, -0.1983
-0.0039295354, -1.4258124E-4;-0.0048, 0.0022
0.098234, -0.30003116;0.0982, -0.2998
0.20244396, 0.3012054;0.2027, 0.3023
-0.25090504, 0.250547;-0.2517, 0.2487
-0.4069348, 0.39981484;-0.4042, 0.4002
-0.30183128, -0.29706025;-0.3019, -0.2979
-0.0018335732, -6.162557E-4;-0.0026, 0.0014
0.09788844, -0.29854304;0.098, -0.2984
-0.39938274, 0.39707986;-0.3983, 0.3975
0.20062047, 0.30283564;0.2006, 0.3038
-0.40266886, 0.20292185;-0.4029, 0.2018
-0.39467925, 0.40069953;-0.394, 0.4005
-0.39762083, 0.40036127;-0.3966, 0.4002
-0.24805294, 0.24846528;-0.2494, 0.2471
0.098331295, -0.3011252;0.0982, -0.3011
-0.30377203, -0.30617628;-0.3044, -0.3067
-0.39491335, 0.20504388;-0.396, 0.2039
0.1992968, -0.20086455;0.2001, -0.2012
-0.3005538, -0.29789856;-0.2999, -0.2988
-0.10662939, -0.10114656;-0.1086, -0.1029
-0.3991749, 0.39747027;-0.3983, 0.3977
-0.39700767, 0.39640608;-0.3966, 0.3967
-0.40028226, 0.19623974;-0.401, 0.1949
0.39946947, 0.100026354;0.399, 0.0994
-0.0033955805, 0.0024021575;-0.0046, 0.005
-0.29541874, -0.29850832;-0.2947, -0.2994
-0.094704844, -0.107465185;-0.0967, -0.1096
-0.09300677, -0.095391296;-0.095, -0.0969
-0.09795625, -0.104977556;-0.0999, -0.107
0.20180483, 0.29899058;0.2018, 0.2998
0.19721547, 0.29893357;0.1976, 0.2997
-0.10362007, -0.10267515;-0.1057, -0.1044
-0.10642784, -0.105366506;-0.1084, -0.1072
0.20000412, -0.1965024;0.201, -0.1972
0.20530716, 0.29786506;0.205, 0.2992
-0.39670634, 0.39730287;-0.3958, 0.3976
0.2006538, -0.19919227;0.2013, -0.1995
0.20056376, 0.3057298;0.2005, 0.3066
-0.40017277, 0.40180707;-0.3991, 0.4014
-0.25070685, 0.25020286;-0.2515, 0.2486
0.40071273, 0.09780389;0.4004, 0.0965
-0.39646378, 0.2083521;-0.3973, 0.2065
0.20097914, 0.299248;0.2007, 0.2999
4.6431633E-5, 0.004472086;-0.0012, 0.0076
-0.4016689, 0.40051103;-0.3998, 0.4005
0.10454289, -0.30058303;0.1051, -0.3009
-0.2996102, -0.299502;-0.2989, -0.3
0.4037349, 0.1089255;0.4035, 0.1088
-0.29975614, -0.30298957;-0.2993, -0.3032
-0.40271583, 0.19654912;-0.4025, 0.1952
-0.25059733, 0.25200152;-0.2513, 0.2503
0.39726844, 0.09467729;0.397, 0.0939
0.4045834, 0.098658316;0.4047, 0.098
-0.0963054, -0.10212375;-0.0985, -0.1038
-0.10148308, -0.096929654;-0.1034, -0.0981
0.103390925, -0.30261862;0.1038, -0.3029
8.722716E-4, -0.004498575;1.0E-4, -0.0026
0.09935523, -0.2961274;0.0996, -0.2956
0.20094396, 0.29606605;0.2008, 0.2975
0.001145742, 0.005775218;-2.0E-4, 0.0088
-0.39941612, 0.39909738;-0.3984, 0.3993
0.39745662, 0.09443664;0.3971, 0.0938
0.20218135, -0.19305088;0.203, -0.1935
0.20419161, -0.20159808;0.2046, -0.2014
-0.102905884, -0.103007756;-0.1046, -0.1051
-0.24485396, 0.25078344;-0.2463, 0.2491
0.20522466, -0.1963741;0.2055, -0.1967
-0.09869364, -0.097356305;-0.1007, -0.0989
-0.3990888, 0.39928266;-0.3981, 0.3994
-0.24415135, 0.25160852;-0.2456, 0.2498
-0.39660102, 0.19965142;-0.3979, 0.1986
-0.30100724, -0.29924685;-0.3006, -0.3
-0.096065305, -0.105980866;-0.098, -0.1082
0.0017357607, 0.0017875398;9.0E-4, 0.0039
-0.24775517, 0.2534202;-0.2494, 0.2517
0.39929548, 0.09841775;0.3989, 0.0976
-0.25396627, 0.2504568;-0.2548, 0.2489
-0.29961768, -0.2989338;-0.2988, -0.2997
-0.24825816, 0.2528055;-0.2494, 0.2514
0.2003189, 0.3059343;0.2003, 0.3068
-0.4061229, 0.40029767;-0.4033, 0.4004
0.20247829, 0.29985577;0.2027, 0.3004
0.10219873, -0.30314416;0.1023, -0.3034
0.40300596, 0.107550226;0.4028, 0.1074
-0.2974187, -0.30044746;-0.2964, -0.3007
0.19940045, -0.20490545;0.1996, -0.2048
-0.40268585, 0.1999373;-0.4029, 0.1984
-0.40022632, 0.40159523;-0.3992, 0.4012
-0.403987, 0.39775598;-0.4015, 0.3984
-0.24988823, 0.25089493;-0.2508, 0.2493
0.0026639546, 0.0022304845;0.0017, 0.0043
-0.10239012, -0.100815535;-0.1044, -0.1024
0.40198183, 0.097187765;0.4019, 0.0965
-0.24780059, 0.24702129;-0.2492, 0.2453
-0.100377776, -0.09503184;-0.1025, -0.0964
0.09808293, -0.30479297;0.0985, -0.305
0.40255898, 0.101235375;0.4026, 0.1005
0.09937161, -0.30658752;0.0998, -0.3068
-0.09155018, -0.09944192;-0.0937, -0.1007
-0.10070614, -0.103744455;-0.1029, -0.1058
0.101759754, -0.30023086;0.1023, -0.3002
-0.29837835, -0.30440995;-0.2977, -0.3042
0.39954594, 0.09941463;0.3991, 0.0987
-0.403906, 0.1973117;-0.4038, 0.1963
-0.3959641, 0.40477982;-0.3953, 0.4033
-0.29428017, -0.2995138;-0.2939, -0.3
0.3985341, 0.10846148;0.3982, 0.1087
0.19766968, -0.20360057;0.198, -0.2038
-0.09738349, -0.107010074;-0.0992, -0.1092
-0.29639396, -0.29817542;-0.2957, -0.2992
0.20166086, -0.1986441;0.2025, -0.199
0.10180793, -0.2975966;0.1021, -0.2969
-0.3999151, 0.40103042;-0.3987, 0.4005
-0.300347, -0.30177307;-0.2999, -0.3018
0.19795366, 0.29644102;0.1983, 0.2977
-0.2988872, -0.2935023;-0.2981, -0.294
-0.39347407, 0.20003405;-0.3941, 0.1993
-0.3968601, 0.20128143;-0.3978, 0.2003
-0.2965338, -0.3051648;-0.2961, -0.3044
0.19976884, 0.30431375;0.1997, 0.3049
0.09812508, -0.30390477;0.0982, -0.3038
-0.40002665, 0.20380549;-0.4004, 0.2026
-0.100592546, -0.105338074;-0.1028, -0.1075
0.20145695, -0.20263933;0.2019, -0.2023
0.098261565, -0.29661447;0.0981, -0.296
-0.24942099, 0.24339783;-0.2502, 0.2422
0.09450332, -0.30242103;0.0943, -0.3021
0.39932677, 0.0972739;0.3992, 0.0964
-0.25134358, 0.24629068;-0.252, 0.245
-4.884476E-4, -0.00992849;-0.0014, -0.0075
